Start_Supplier_ID,Customer_ID,Origin,Strat_time,Number_of_Cities,Km_to_Travel,Planned_ETA,Route1,Route2,Route3,End_Destination
SUP1124,CUST9841,LOC158,06:34,7,349,01:50,LOC158 -> LOC903 -> LOC588 -> LOC481 -> LOC640 -> LOC706 -> LOC729,LOC158 -> LOC653 -> LOC135 -> LOC920 -> LOC501 -> LOC525 -> LOC729,LOC158 -> LOC361 -> LOC899 -> LOC700 -> LOC799 -> LOC158 -> LOC729,LOC729
SUP8351,CUST8056,LOC683,04:24,3,412,06:30,LOC683 -> LOC505 -> LOC345,LOC683 -> LOC780 -> LOC345,LOC683 -> LOC618 -> LOC345,LOC345
SUP8056,CUST8093,LOC853,23:33,2,288,00:25,LOC853 -> LOC598,LOC853 -> LOC598,LOC853 -> LOC598,LOC598
SUP1011,CUST5691,LOC414,05:45,2,272,13:04,LOC414 -> LOC687,LOC414 -> LOC687,LOC414 -> LOC687,LOC687
SUP5564,CUST9299,LOC503,22:08,5,344,05:27,LOC503 -> LOC140 -> LOC394 -> LOC346 -> LOC793,LOC503 -> LOC601 -> LOC931 -> LOC137 -> LOC793,LOC503 -> LOC923 -> LOC765 -> LOC276 -> LOC793,LOC793
SUP8361,CUST7840,LOC566,11:51,3,462,23:44,LOC566 -> LOC433 -> LOC694,LOC566 -> LOC970 -> LOC694,LOC566 -> LOC190 -> LOC694,LOC694
SUP9673,CUST3582,LOC603,06:57,10,245,03:59,LOC603 -> LOC577 -> LOC361 -> LOC371 -> LOC985 -> LOC197 -> LOC356 -> LOC183 -> LOC661 -> LOC997,LOC603 -> LOC313 -> LOC229 -> LOC996 -> LOC251 -> LOC725 -> LOC836 -> LOC508 -> LOC631 -> LOC997,LOC603 -> LOC103 -> LOC378 -> LOC273 -> LOC680 -> LOC986 -> LOC696 -> LOC138 -> LOC833 -> LOC997,LOC997
SUP5398,CUST6299,LOC464,22:28,7,274,14:18,LOC464 -> LOC868 -> LOC356 -> LOC407 -> LOC465 -> LOC877 -> LOC134,LOC464 -> LOC692 -> LOC822 -> LOC189 -> LOC396 -> LOC304 -> LOC134,LOC464 -> LOC718 -> LOC686 -> LOC470 -> LOC587 -> LOC744 -> LOC134,LOC134
SUP0566,CUST5525,LOC578,04:18,9,378,20:20,LOC578 -> LOC175 -> LOC885 -> LOC591 -> LOC512 -> LOC818 -> LOC230 -> LOC992 -> LOC813,LOC578 -> LOC578 -> LOC836 -> LOC878 -> LOC240 -> LOC123 -> LOC676 -> LOC981 -> LOC813,LOC578 -> LOC110 -> LOC363 -> LOC497 -> LOC923 -> LOC896 -> LOC886 -> LOC688 -> LOC813,LOC813
SUP2529,CUST6025,LOC572,23:46,6,276,00:54,LOC572 -> LOC347 -> LOC610 -> LOC112 -> LOC750 -> LOC699,LOC572 -> LOC190 -> LOC281 -> LOC657 -> LOC272 -> LOC699,LOC572 -> LOC648 -> LOC733 -> LOC859 -> LOC264 -> LOC699,LOC699
SUP4781,CUST4307,LOC488,20:38,4,389,04:49,LOC488 -> LOC411 -> LOC172 -> LOC956,LOC488 -> LOC833 -> LOC837 -> LOC956,LOC488 -> LOC373 -> LOC468 -> LOC956,LOC956
SUP3906,CUST3124,LOC184,01:02,8,233,13:15,LOC184 -> LOC976 -> LOC116 -> LOC903 -> LOC342 -> LOC320 -> LOC911 -> LOC393,LOC184 -> LOC817 -> LOC631 -> LOC354 -> LOC354 -> LOC426 -> LOC994 -> LOC393,LOC184 -> LOC282 -> LOC599 -> LOC990 -> LOC539 -> LOC215 -> LOC193 -> LOC393,LOC393
SUP2315,CUST9626,LOC857,06:01,2,491,21:51,LOC857 -> LOC305,LOC857 -> LOC305,LOC857 -> LOC305,LOC305
SUP4798,CUST9058,LOC617,05:52,6,452,00:48,LOC617 -> LOC318 -> LOC925 -> LOC375 -> LOC642 -> LOC824,LOC617 -> LOC552 -> LOC185 -> LOC457 -> LOC257 -> LOC824,LOC617 -> LOC812 -> LOC276 -> LOC305 -> LOC516 -> LOC824,LOC824
SUP0611,CUST6623,LOC261,22:54,7,132,22:39,LOC261 -> LOC665 -> LOC207 -> LOC578 -> LOC321 -> LOC955 -> LOC309,LOC261 -> LOC465 -> LOC330 -> LOC896 -> LOC896 -> LOC234 -> LOC309,LOC261 -> LOC568 -> LOC301 -> LOC633 -> LOC148 -> LOC304 -> LOC309,LOC309
SUP1750,CUST0284,LOC485,15:39,3,140,07:08,LOC485 -> LOC855 -> LOC203,LOC485 -> LOC392 -> LOC203,LOC485 -> LOC505 -> LOC203,LOC203
SUP4782,CUST2760,LOC958,06:32,5,91,20:24,LOC958 -> LOC273 -> LOC362 -> LOC758 -> LOC498,LOC958 -> LOC907 -> LOC420 -> LOC965 -> LOC498,LOC958 -> LOC195 -> LOC210 -> LOC338 -> LOC498,LOC498
SUP1138,CUST2431,LOC978,05:30,2,183,11:55,LOC978 -> LOC723,LOC978 -> LOC723,LOC978 -> LOC723,LOC723
SUP1538,CUST2587,LOC539,08:35,10,370,14:16,LOC539 -> LOC771 -> LOC175 -> LOC348 -> LOC528 -> LOC931 -> LOC447 -> LOC875 -> LOC622 -> LOC631,LOC539 -> LOC394 -> LOC323 -> LOC502 -> LOC415 -> LOC507 -> LOC259 -> LOC324 -> LOC138 -> LOC631,LOC539 -> LOC490 -> LOC941 -> LOC889 -> LOC124 -> LOC379 -> LOC592 -> LOC922 -> LOC673 -> LOC631,LOC631
SUP4592,CUST0385,LOC936,20:01,10,131,22:35,LOC936 -> LOC261 -> LOC936 -> LOC167 -> LOC793 -> LOC186 -> LOC452 -> LOC162 -> LOC151 -> LOC816,LOC936 -> LOC541 -> LOC646 -> LOC261 -> LOC505 -> LOC163 -> LOC990 -> LOC878 -> LOC487 -> LOC816,LOC936 -> LOC579 -> LOC584 -> LOC151 -> LOC789 -> LOC651 -> LOC637 -> LOC380 -> LOC811 -> LOC816,LOC816
SUP6505,CUST6277,LOC857,10:14,2,359,16:56,LOC857 -> LOC927,LOC857 -> LOC927,LOC857 -> LOC927,LOC927
SUP0695,CUST2927,LOC197,12:31,8,286,23:21,LOC197 -> LOC992 -> LOC474 -> LOC709 -> LOC153 -> LOC760 -> LOC895 -> LOC927,LOC197 -> LOC264 -> LOC397 -> LOC428 -> LOC467 -> LOC750 -> LOC576 -> LOC927,LOC197 -> LOC834 -> LOC760 -> LOC285 -> LOC179 -> LOC169 -> LOC726 -> LOC927,LOC927
SUP5293,CUST4850,LOC946,15:23,2,462,10:46,LOC946 -> LOC832,LOC946 -> LOC832,LOC946 -> LOC832,LOC832
SUP3444,CUST5068,LOC511,10:51,3,190,20:59,LOC511 -> LOC327 -> LOC403,LOC511 -> LOC188 -> LOC403,LOC511 -> LOC649 -> LOC403,LOC403
SUP9404,CUST8981,LOC343,10:56,6,270,07:58,LOC343 -> LOC465 -> LOC736 -> LOC458 -> LOC102 -> LOC546,LOC343 -> LOC477 -> LOC785 -> LOC780 -> LOC921 -> LOC546,LOC343 -> LOC861 -> LOC591 -> LOC571 -> LOC838 -> LOC546,LOC546
SUP1892,CUST8460,LOC237,05:48,8,261,01:24,LOC237 -> LOC548 -> LOC907 -> LOC798 -> LOC521 -> LOC751 -> LOC671 -> LOC352,LOC237 -> LOC401 -> LOC154 -> LOC384 -> LOC652 -> LOC266 -> LOC833 -> LOC352,LOC237 -> LOC273 -> LOC713 -> LOC580 -> LOC205 -> LOC187 -> LOC416 -> LOC352,LOC352
SUP2255,CUST3926,LOC526,00:54,6,114,06:23,LOC526 -> LOC788 -> LOC561 -> LOC772 -> LOC755 -> LOC294,LOC526 -> LOC863 -> LOC926 -> LOC448 -> LOC562 -> LOC294,LOC526 -> LOC289 -> LOC545 -> LOC983 -> LOC478 -> LOC294,LOC294
SUP2243,CUST3986,LOC773,01:06,4,57,11:07,LOC773 -> LOC716 -> LOC103 -> LOC860,LOC773 -> LOC661 -> LOC602 -> LOC860,LOC773 -> LOC511 -> LOC969 -> LOC860,LOC860
SUP2787,CUST3838,LOC336,17:39,6,352,03:01,LOC336 -> LOC383 -> LOC700 -> LOC734 -> LOC324 -> LOC570,LOC336 -> LOC621 -> LOC284 -> LOC360 -> LOC821 -> LOC570,LOC336 -> LOC810 -> LOC350 -> LOC245 -> LOC958 -> LOC570,LOC570
SUP2022,CUST6487,LOC615,22:20,7,369,05:41,LOC615 -> LOC697 -> LOC149 -> LOC256 -> LOC508 -> LOC448 -> LOC239,LOC615 -> LOC930 -> LOC506 -> LOC749 -> LOC746 -> LOC747 -> LOC239,LOC615 -> LOC277 -> LOC164 -> LOC775 -> LOC206 -> LOC936 -> LOC239,LOC239
SUP7643,CUST4618,LOC255,09:27,7,206,06:46,LOC255 -> LOC150 -> LOC587 -> LOC669 -> LOC649 -> LOC542 -> LOC209,LOC255 -> LOC943 -> LOC420 -> LOC632 -> LOC289 -> LOC494 -> LOC209,LOC255 -> LOC218 -> LOC285 -> LOC263 -> LOC227 -> LOC644 -> LOC209,LOC209
SUP6692,CUST6648,LOC882,04:51,2,70,18:51,LOC882 -> LOC772,LOC882 -> LOC772,LOC882 -> LOC772,LOC772
SUP7893,CUST7919,LOC202,22:32,3,238,23:33,LOC202 -> LOC575 -> LOC731,LOC202 -> LOC730 -> LOC731,LOC202 -> LOC854 -> LOC731,LOC731
SUP7380,CUST3124,LOC356,14:34,7,339,04:32,LOC356 -> LOC223 -> LOC911 -> LOC296 -> LOC361 -> LOC108 -> LOC855,LOC356 -> LOC111 -> LOC780 -> LOC542 -> LOC629 -> LOC343 -> LOC855,LOC356 -> LOC206 -> LOC264 -> LOC734 -> LOC810 -> LOC669 -> LOC855,LOC855
SUP4095,CUST5725,LOC857,12:05,3,158,12:28,LOC857 -> LOC617 -> LOC430,LOC857 -> LOC774 -> LOC430,LOC857 -> LOC592 -> LOC430,LOC430
SUP3968,CUST4716,LOC215,10:30,6,264,16:31,LOC215 -> LOC795 -> LOC555 -> LOC411 -> LOC819 -> LOC704,LOC215 -> LOC755 -> LOC222 -> LOC944 -> LOC772 -> LOC704,LOC215 -> LOC871 -> LOC728 -> LOC333 -> LOC606 -> LOC704,LOC704
SUP2085,CUST5355,LOC296,00:02,10,242,04:00,LOC296 -> LOC685 -> LOC466 -> LOC537 -> LOC697 -> LOC640 -> LOC491 -> LOC489 -> LOC149 -> LOC970,LOC296 -> LOC435 -> LOC891 -> LOC591 -> LOC974 -> LOC362 -> LOC790 -> LOC330 -> LOC677 -> LOC970,LOC296 -> LOC416 -> LOC348 -> LOC831 -> LOC492 -> LOC268 -> LOC411 -> LOC654 -> LOC268 -> LOC970,LOC970
SUP8014,CUST6703,LOC609,21:03,6,351,09:46,LOC609 -> LOC431 -> LOC808 -> LOC939 -> LOC707 -> LOC830,LOC609 -> LOC969 -> LOC426 -> LOC556 -> LOC388 -> LOC830,LOC609 -> LOC496 -> LOC826 -> LOC183 -> LOC534 -> LOC830,LOC830
SUP8201,CUST4027,LOC643,03:07,6,104,21:29,LOC643 -> LOC427 -> LOC481 -> LOC117 -> LOC645 -> LOC576,LOC643 -> LOC373 -> LOC341 -> LOC737 -> LOC383 -> LOC576,LOC643 -> LOC676 -> LOC634 -> LOC771 -> LOC454 -> LOC576,LOC576
SUP2038,CUST3313,LOC106,16:25,5,52,23:56,LOC106 -> LOC446 -> LOC317 -> LOC487 -> LOC290,LOC106 -> LOC964 -> LOC676 -> LOC366 -> LOC290,LOC106 -> LOC298 -> LOC152 -> LOC510 -> LOC290,LOC290
SUP8682,CUST4929,LOC634,15:08,10,457,16:32,LOC634 -> LOC497 -> LOC252 -> LOC847 -> LOC657 -> LOC188 -> LOC775 -> LOC314 -> LOC529 -> LOC653,LOC634 -> LOC198 -> LOC929 -> LOC225 -> LOC565 -> LOC223 -> LOC598 -> LOC485 -> LOC845 -> LOC653,LOC634 -> LOC301 -> LOC121 -> LOC393 -> LOC533 -> LOC548 -> LOC483 -> LOC730 -> LOC564 -> LOC653,LOC653
SUP9055,CUST1130,LOC160,13:34,5,72,20:48,LOC160 -> LOC382 -> LOC897 -> LOC607 -> LOC183,LOC160 -> LOC284 -> LOC403 -> LOC630 -> LOC183,LOC160 -> LOC644 -> LOC610 -> LOC920 -> LOC183,LOC183
SUP5539,CUST5670,LOC929,16:22,3,124,03:24,LOC929 -> LOC977 -> LOC624,LOC929 -> LOC288 -> LOC624,LOC929 -> LOC620 -> LOC624,LOC624
SUP7151,CUST2343,LOC535,14:26,8,149,17:07,LOC535 -> LOC673 -> LOC669 -> LOC811 -> LOC979 -> LOC443 -> LOC776 -> LOC316,LOC535 -> LOC701 -> LOC801 -> LOC665 -> LOC728 -> LOC292 -> LOC847 -> LOC316,LOC535 -> LOC222 -> LOC604 -> LOC180 -> LOC104 -> LOC228 -> LOC337 -> LOC316,LOC316
SUP5208,CUST1322,LOC426,15:59,5,62,08:27,LOC426 -> LOC679 -> LOC302 -> LOC723 -> LOC863,LOC426 -> LOC145 -> LOC447 -> LOC716 -> LOC863,LOC426 -> LOC166 -> LOC765 -> LOC333 -> LOC863,LOC863
SUP1695,CUST7401,LOC962,22:17,9,167,00:40,LOC962 -> LOC891 -> LOC263 -> LOC310 -> LOC820 -> LOC664 -> LOC884 -> LOC881 -> LOC400,LOC962 -> LOC179 -> LOC519 -> LOC532 -> LOC268 -> LOC861 -> LOC704 -> LOC995 -> LOC400,LOC962 -> LOC357 -> LOC255 -> LOC654 -> LOC537 -> LOC398 -> LOC230 -> LOC116 -> LOC400,LOC400
SUP6342,CUST0591,LOC310,02:33,3,88,03:29,LOC310 -> LOC132 -> LOC713,LOC310 -> LOC885 -> LOC713,LOC310 -> LOC239 -> LOC713,LOC713
SUP7472,CUST0629,LOC925,04:59,8,438,12:06,LOC925 -> LOC278 -> LOC946 -> LOC587 -> LOC787 -> LOC841 -> LOC560 -> LOC146,LOC925 -> LOC145 -> LOC550 -> LOC699 -> LOC448 -> LOC428 -> LOC732 -> LOC146,LOC925 -> LOC139 -> LOC499 -> LOC963 -> LOC687 -> LOC958 -> LOC351 -> LOC146,LOC146
SUP3190,CUST7175,LOC236,00:15,8,353,01:46,LOC236 -> LOC432 -> LOC433 -> LOC943 -> LOC419 -> LOC703 -> LOC500 -> LOC577,LOC236 -> LOC299 -> LOC724 -> LOC315 -> LOC449 -> LOC166 -> LOC480 -> LOC577,LOC236 -> LOC407 -> LOC608 -> LOC585 -> LOC963 -> LOC863 -> LOC615 -> LOC577,LOC577
SUP5523,CUST5669,LOC712,05:29,8,157,19:01,LOC712 -> LOC836 -> LOC508 -> LOC360 -> LOC279 -> LOC245 -> LOC388 -> LOC232,LOC712 -> LOC433 -> LOC124 -> LOC726 -> LOC455 -> LOC728 -> LOC819 -> LOC232,LOC712 -> LOC791 -> LOC682 -> LOC984 -> LOC657 -> LOC308 -> LOC422 -> LOC232,LOC232
SUP3921,CUST5239,LOC838,15:36,7,275,19:46,LOC838 -> LOC239 -> LOC246 -> LOC758 -> LOC143 -> LOC927 -> LOC890,LOC838 -> LOC425 -> LOC655 -> LOC781 -> LOC764 -> LOC165 -> LOC890,LOC838 -> LOC573 -> LOC402 -> LOC458 -> LOC464 -> LOC172 -> LOC890,LOC890
SUP8018,CUST5726,LOC469,20:02,4,75,02:56,LOC469 -> LOC550 -> LOC440 -> LOC634,LOC469 -> LOC302 -> LOC318 -> LOC634,LOC469 -> LOC157 -> LOC162 -> LOC634,LOC634
SUP7553,CUST6268,LOC530,14:54,10,345,02:26,LOC530 -> LOC246 -> LOC893 -> LOC289 -> LOC282 -> LOC779 -> LOC268 -> LOC146 -> LOC589 -> LOC882,LOC530 -> LOC794 -> LOC683 -> LOC788 -> LOC132 -> LOC495 -> LOC899 -> LOC896 -> LOC780 -> LOC882,LOC530 -> LOC842 -> LOC882 -> LOC931 -> LOC420 -> LOC567 -> LOC729 -> LOC974 -> LOC740 -> LOC882,LOC882
SUP7391,CUST0442,LOC124,12:07,6,143,02:42,LOC124 -> LOC670 -> LOC524 -> LOC658 -> LOC212 -> LOC403,LOC124 -> LOC679 -> LOC358 -> LOC802 -> LOC584 -> LOC403,LOC124 -> LOC562 -> LOC520 -> LOC365 -> LOC839 -> LOC403,LOC403
SUP0833,CUST7859,LOC938,19:35,2,278,23:04,LOC938 -> LOC484,LOC938 -> LOC484,LOC938 -> LOC484,LOC484
SUP1379,CUST4725,LOC687,11:11,2,171,02:09,LOC687 -> LOC558,LOC687 -> LOC558,LOC687 -> LOC558,LOC558
SUP2247,CUST2926,LOC846,04:25,8,253,04:19,LOC846 -> LOC995 -> LOC349 -> LOC573 -> LOC721 -> LOC724 -> LOC597 -> LOC265,LOC846 -> LOC474 -> LOC965 -> LOC921 -> LOC562 -> LOC120 -> LOC740 -> LOC265,LOC846 -> LOC165 -> LOC805 -> LOC720 -> LOC905 -> LOC936 -> LOC833 -> LOC265,LOC265
SUP8460,CUST0011,LOC579,03:19,4,230,05:52,LOC579 -> LOC898 -> LOC415 -> LOC207,LOC579 -> LOC302 -> LOC508 -> LOC207,LOC579 -> LOC119 -> LOC661 -> LOC207,LOC207
SUP6200,CUST7454,LOC324,08:37,9,302,06:48,LOC324 -> LOC827 -> LOC522 -> LOC373 -> LOC634 -> LOC729 -> LOC300 -> LOC541 -> LOC561,LOC324 -> LOC717 -> LOC346 -> LOC223 -> LOC201 -> LOC683 -> LOC626 -> LOC475 -> LOC561,LOC324 -> LOC192 -> LOC181 -> LOC431 -> LOC523 -> LOC982 -> LOC379 -> LOC415 -> LOC561,LOC561
SUP5429,CUST1757,LOC919,21:30,4,367,07:21,LOC919 -> LOC718 -> LOC556 -> LOC747,LOC919 -> LOC278 -> LOC642 -> LOC747,LOC919 -> LOC816 -> LOC740 -> LOC747,LOC747
SUP1177,CUST6819,LOC861,03:36,6,459,17:35,LOC861 -> LOC952 -> LOC424 -> LOC980 -> LOC616 -> LOC267,LOC861 -> LOC757 -> LOC649 -> LOC218 -> LOC255 -> LOC267,LOC861 -> LOC174 -> LOC762 -> LOC241 -> LOC478 -> LOC267,LOC267
SUP4696,CUST9242,LOC726,18:31,4,209,06:58,LOC726 -> LOC907 -> LOC910 -> LOC199,LOC726 -> LOC576 -> LOC372 -> LOC199,LOC726 -> LOC723 -> LOC129 -> LOC199,LOC199
SUP7458,CUST2228,LOC741,21:16,5,376,06:53,LOC741 -> LOC383 -> LOC237 -> LOC869 -> LOC289,LOC741 -> LOC710 -> LOC153 -> LOC662 -> LOC289,LOC741 -> LOC495 -> LOC562 -> LOC606 -> LOC289,LOC289
SUP3909,CUST3636,LOC485,23:33,5,251,08:02,LOC485 -> LOC597 -> LOC369 -> LOC721 -> LOC296,LOC485 -> LOC562 -> LOC237 -> LOC929 -> LOC296,LOC485 -> LOC457 -> LOC101 -> LOC170 -> LOC296,LOC296
SUP6571,CUST5887,LOC905,08:35,9,463,12:06,LOC905 -> LOC156 -> LOC817 -> LOC842 -> LOC455 -> LOC127 -> LOC494 -> LOC234 -> LOC440,LOC905 -> LOC472 -> LOC150 -> LOC331 -> LOC323 -> LOC536 -> LOC501 -> LOC449 -> LOC440,LOC905 -> LOC916 -> LOC368 -> LOC747 -> LOC163 -> LOC658 -> LOC975 -> LOC532 -> LOC440,LOC440
SUP6234,CUST9367,LOC544,03:51,4,172,03:03,LOC544 -> LOC822 -> LOC625 -> LOC689,LOC544 -> LOC430 -> LOC137 -> LOC689,LOC544 -> LOC730 -> LOC814 -> LOC689,LOC689
SUP0801,CUST5443,LOC530,05:11,2,142,19:19,LOC530 -> LOC237,LOC530 -> LOC237,LOC530 -> LOC237,LOC237
SUP5169,CUST4311,LOC867,08:53,6,337,23:20,LOC867 -> LOC723 -> LOC440 -> LOC278 -> LOC106 -> LOC184,LOC867 -> LOC520 -> LOC990 -> LOC845 -> LOC757 -> LOC184,LOC867 -> LOC261 -> LOC121 -> LOC906 -> LOC734 -> LOC184,LOC184
SUP7928,CUST8500,LOC337,11:18,7,116,10:10,LOC337 -> LOC840 -> LOC673 -> LOC375 -> LOC729 -> LOC721 -> LOC450,LOC337 -> LOC650 -> LOC683 -> LOC884 -> LOC110 -> LOC803 -> LOC450,LOC337 -> LOC113 -> LOC277 -> LOC381 -> LOC699 -> LOC422 -> LOC450,LOC450
SUP7183,CUST0384,LOC492,17:05,3,180,11:48,LOC492 -> LOC195 -> LOC167,LOC492 -> LOC633 -> LOC167,LOC492 -> LOC676 -> LOC167,LOC167
SUP6756,CUST5745,LOC616,20:33,7,129,07:23,LOC616 -> LOC225 -> LOC617 -> LOC521 -> LOC334 -> LOC529 -> LOC283,LOC616 -> LOC775 -> LOC360 -> LOC337 -> LOC841 -> LOC275 -> LOC283,LOC616 -> LOC697 -> LOC819 -> LOC884 -> LOC953 -> LOC271 -> LOC283,LOC283
SUP6545,CUST2913,LOC239,07:45,2,489,03:31,LOC239 -> LOC836,LOC239 -> LOC836,LOC239 -> LOC836,LOC836
SUP4341,CUST6271,LOC952,12:42,9,89,16:07,LOC952 -> LOC524 -> LOC966 -> LOC254 -> LOC803 -> LOC482 -> LOC592 -> LOC606 -> LOC365,LOC952 -> LOC266 -> LOC653 -> LOC116 -> LOC445 -> LOC167 -> LOC671 -> LOC880 -> LOC365,LOC952 -> LOC785 -> LOC824 -> LOC495 -> LOC713 -> LOC112 -> LOC563 -> LOC143 -> LOC365,LOC365
SUP6405,CUST1299,LOC613,19:02,7,390,07:03,LOC613 -> LOC444 -> LOC862 -> LOC147 -> LOC324 -> LOC660 -> LOC520,LOC613 -> LOC737 -> LOC532 -> LOC974 -> LOC572 -> LOC752 -> LOC520,LOC613 -> LOC346 -> LOC461 -> LOC832 -> LOC462 -> LOC341 -> LOC520,LOC520
SUP2597,CUST4712,LOC200,07:21,7,490,14:15,LOC200 -> LOC990 -> LOC847 -> LOC657 -> LOC537 -> LOC169 -> LOC500,LOC200 -> LOC975 -> LOC820 -> LOC442 -> LOC790 -> LOC183 -> LOC500,LOC200 -> LOC412 -> LOC683 -> LOC397 -> LOC684 -> LOC966 -> LOC500,LOC500
SUP8735,CUST6613,LOC335,05:35,3,126,20:14,LOC335 -> LOC563 -> LOC689,LOC335 -> LOC889 -> LOC689,LOC335 -> LOC797 -> LOC689,LOC689
SUP3627,CUST7997,LOC441,15:55,5,291,04:49,LOC441 -> LOC826 -> LOC242 -> LOC500 -> LOC976,LOC441 -> LOC382 -> LOC156 -> LOC294 -> LOC976,LOC441 -> LOC357 -> LOC997 -> LOC262 -> LOC976,LOC976
SUP4626,CUST9820,LOC222,04:21,8,232,20:16,LOC222 -> LOC514 -> LOC104 -> LOC371 -> LOC921 -> LOC607 -> LOC772 -> LOC375,LOC222 -> LOC471 -> LOC940 -> LOC132 -> LOC553 -> LOC851 -> LOC243 -> LOC375,LOC222 -> LOC720 -> LOC966 -> LOC725 -> LOC637 -> LOC984 -> LOC675 -> LOC375,LOC375
SUP4613,CUST0517,LOC406,22:05,7,169,01:43,LOC406 -> LOC286 -> LOC866 -> LOC536 -> LOC754 -> LOC165 -> LOC782,LOC406 -> LOC932 -> LOC691 -> LOC239 -> LOC193 -> LOC624 -> LOC782,LOC406 -> LOC701 -> LOC492 -> LOC577 -> LOC333 -> LOC268 -> LOC782,LOC782
SUP8165,CUST9591,LOC257,01:46,3,177,13:17,LOC257 -> LOC456 -> LOC251,LOC257 -> LOC283 -> LOC251,LOC257 -> LOC637 -> LOC251,LOC251
SUP1351,CUST3001,LOC174,21:23,10,137,18:31,LOC174 -> LOC886 -> LOC515 -> LOC173 -> LOC832 -> LOC149 -> LOC557 -> LOC366 -> LOC411 -> LOC164,LOC174 -> LOC297 -> LOC780 -> LOC622 -> LOC799 -> LOC802 -> LOC692 -> LOC418 -> LOC290 -> LOC164,LOC174 -> LOC179 -> LOC687 -> LOC337 -> LOC268 -> LOC865 -> LOC685 -> LOC843 -> LOC584 -> LOC164,LOC164
SUP5717,CUST2264,LOC312,12:21,2,480,15:47,LOC312 -> LOC156,LOC312 -> LOC156,LOC312 -> LOC156,LOC156
SUP2541,CUST1014,LOC658,20:29,7,120,21:52,LOC658 -> LOC562 -> LOC418 -> LOC732 -> LOC188 -> LOC334 -> LOC124,LOC658 -> LOC303 -> LOC317 -> LOC614 -> LOC176 -> LOC882 -> LOC124,LOC658 -> LOC141 -> LOC407 -> LOC518 -> LOC511 -> LOC536 -> LOC124,LOC124
SUP0963,CUST7638,LOC565,11:04,8,317,17:29,LOC565 -> LOC170 -> LOC642 -> LOC418 -> LOC667 -> LOC217 -> LOC658 -> LOC601,LOC565 -> LOC674 -> LOC355 -> LOC689 -> LOC795 -> LOC569 -> LOC957 -> LOC601,LOC565 -> LOC519 -> LOC612 -> LOC445 -> LOC581 -> LOC131 -> LOC375 -> LOC601,LOC601
SUP4702,CUST3835,LOC653,19:20,10,337,16:56,LOC653 -> LOC772 -> LOC813 -> LOC139 -> LOC356 -> LOC356 -> LOC756 -> LOC601 -> LOC856 -> LOC211,LOC653 -> LOC130 -> LOC239 -> LOC363 -> LOC317 -> LOC288 -> LOC709 -> LOC501 -> LOC519 -> LOC211,LOC653 -> LOC559 -> LOC506 -> LOC937 -> LOC498 -> LOC426 -> LOC981 -> LOC809 -> LOC424 -> LOC211,LOC211
SUP5005,CUST4816,LOC789,01:41,5,295,04:38,LOC789 -> LOC259 -> LOC544 -> LOC704 -> LOC996,LOC789 -> LOC772 -> LOC989 -> LOC817 -> LOC996,LOC789 -> LOC668 -> LOC231 -> LOC895 -> LOC996,LOC996
SUP8902,CUST8690,LOC160,15:52,7,158,12:33,LOC160 -> LOC115 -> LOC841 -> LOC331 -> LOC999 -> LOC717 -> LOC759,LOC160 -> LOC904 -> LOC108 -> LOC741 -> LOC307 -> LOC345 -> LOC759,LOC160 -> LOC457 -> LOC768 -> LOC832 -> LOC929 -> LOC362 -> LOC759,LOC759
SUP5866,CUST6845,LOC341,22:41,9,204,23:53,LOC341 -> LOC128 -> LOC831 -> LOC554 -> LOC398 -> LOC110 -> LOC765 -> LOC652 -> LOC762,LOC341 -> LOC301 -> LOC319 -> LOC654 -> LOC359 -> LOC950 -> LOC125 -> LOC707 -> LOC762,LOC341 -> LOC650 -> LOC110 -> LOC792 -> LOC335 -> LOC817 -> LOC163 -> LOC680 -> LOC762,LOC762
SUP6025,CUST4212,LOC124,09:51,3,455,17:09,LOC124 -> LOC436 -> LOC609,LOC124 -> LOC159 -> LOC609,LOC124 -> LOC674 -> LOC609,LOC609
SUP0830,CUST5980,LOC496,22:44,5,185,09:50,LOC496 -> LOC188 -> LOC372 -> LOC581 -> LOC115,LOC496 -> LOC287 -> LOC901 -> LOC464 -> LOC115,LOC496 -> LOC470 -> LOC969 -> LOC483 -> LOC115,LOC115
SUP3832,CUST1155,LOC349,16:54,5,459,03:24,LOC349 -> LOC528 -> LOC547 -> LOC650 -> LOC333,LOC349 -> LOC404 -> LOC622 -> LOC753 -> LOC333,LOC349 -> LOC690 -> LOC589 -> LOC815 -> LOC333,LOC333
SUP3461,CUST1001,LOC860,09:41,10,236,20:10,LOC860 -> LOC818 -> LOC573 -> LOC761 -> LOC401 -> LOC301 -> LOC354 -> LOC759 -> LOC331 -> LOC395,LOC860 -> LOC619 -> LOC411 -> LOC662 -> LOC918 -> LOC943 -> LOC612 -> LOC954 -> LOC396 -> LOC395,LOC860 -> LOC389 -> LOC539 -> LOC344 -> LOC133 -> LOC439 -> LOC822 -> LOC755 -> LOC121 -> LOC395,LOC395
SUP8973,CUST9801,LOC516,08:47,5,279,08:38,LOC516 -> LOC417 -> LOC557 -> LOC788 -> LOC440,LOC516 -> LOC941 -> LOC962 -> LOC974 -> LOC440,LOC516 -> LOC532 -> LOC848 -> LOC741 -> LOC440,LOC440
